1731067770.230885577: PING 192.168.6.12 (192.168.6.12) 56(84) bytes of data.
1731071439.183448954: 64 bytes from 192.168.6.12: icmp_seq=1307 ttl=64 time=1.06 ms
1731071439.685335601: 64 bytes from 192.168.6.12: icmp_seq=1308 ttl=64 time=2.66 ms
1731071440.189897282: 64 bytes from 192.168.6.12: icmp_seq=1309 ttl=64 time=5.31 ms
1731071440.686447245: 64 bytes from 192.168.6.12: icmp_seq=1310 ttl=64 time=0.987 ms
1731071441.186601528: 64 bytes from 192.168.6.12: icmp_seq=1311 ttl=64 time=0.916 ms
1731071441.686945373: 64 bytes from 192.168.6.12: icmp_seq=1312 ttl=64 time=0.906 ms
1731071442.204175980: 64 bytes from 192.168.6.12: icmp_seq=1313 ttl=64 time=2.50 ms
1731071442.704727002: 64 bytes from 192.168.6.12: icmp_seq=1314 ttl=64 time=1.65 ms
1731071443.205390359: 64 bytes from 192.168.6.12: icmp_seq=1315 ttl=64 time=1.93 ms
1731071443.706604888: 64 bytes from 192.168.6.12: icmp_seq=1316 ttl=64 time=1.01 ms
1731071444.205876239: 64 bytes from 192.168.6.12: icmp_seq=1317 ttl=64 time=0.944 ms
1731071444.706467180: 64 bytes from 192.168.6.12: icmp_seq=1318 ttl=64 time=0.868 ms
1731071445.210500947: 64 bytes from 192.168.6.12: icmp_seq=1319 ttl=64 time=0.775 ms
1731071445.721748188: 64 bytes from 192.168.6.12: icmp_seq=1320 ttl=64 time=0.659 ms
1731071446.233930394: 64 bytes from 192.168.6.12: icmp_seq=1321 ttl=64 time=0.911 ms
1731071446.748135181: 64 bytes from 192.168.6.12: icmp_seq=1322 ttl=64 time=2.81 ms
1731071447.256950892: 64 bytes from 192.168.6.12: icmp_seq=1323 ttl=64 time=10.1 ms
1731071447.749291748: 64 bytes from 192.168.6.12: icmp_seq=1324 ttl=64 time=1.68 ms
1731071448.249693043: 64 bytes from 192.168.6.12: icmp_seq=1325 ttl=64 time=1.14 ms
1731071448.749999106: 64 bytes from 192.168.6.12: icmp_seq=1326 ttl=64 time=0.837 ms
1731071449.274195850: 64 bytes from 192.168.6.12: icmp_seq=1327 ttl=64 time=0.773 ms
1731071449.785779824: 64 bytes from 192.168.6.12: icmp_seq=1328 ttl=64 time=0.814 ms
1731071450.299933142: 64 bytes from 192.168.6.12: icmp_seq=1329 ttl=64 time=0.767 ms
1731071450.810045713: 64 bytes from 192.168.6.12: icmp_seq=1330 ttl=64 time=0.719 ms
1731071451.322612409: 64 bytes from 192.168.6.12: icmp_seq=1331 ttl=64 time=0.798 ms
1731071451.834468628: 64 bytes from 192.168.6.12: icmp_seq=1332 ttl=64 time=0.859 ms
1731071452.346454336: 64 bytes from 192.168.6.12: icmp_seq=1333 ttl=64 time=0.953 ms
1731071452.846552086: 64 bytes from 192.168.6.12: icmp_seq=1334 ttl=64 time=0.894 ms
1731071453.347970653: 64 bytes from 192.168.6.12: icmp_seq=1335 ttl=64 time=1.69 ms
1731071453.848393833: 64 bytes from 192.168.6.12: icmp_seq=1336 ttl=64 time=0.892 ms
1731071454.362431945: 64 bytes from 192.168.6.12: icmp_seq=1337 ttl=64 time=0.835 ms
1731071454.873843066: 64 bytes from 192.168.6.12: icmp_seq=1338 ttl=64 time=0.815 ms
1731071455.386388882: 64 bytes from 192.168.6.12: icmp_seq=1339 ttl=64 time=0.852 ms
1731071455.898043310: 64 bytes from 192.168.6.12: icmp_seq=1340 ttl=64 time=1.08 ms
1731071456.398819061: 64 bytes from 192.168.6.12: icmp_seq=1341 ttl=64 time=0.851 ms
1731071456.922674599: 64 bytes from 192.168.6.12: icmp_seq=1342 ttl=64 time=0.799 ms
1731071457.434341581: 64 bytes from 192.168.6.12: icmp_seq=1343 ttl=64 time=0.739 ms
1731071457.946185646: 64 bytes from 192.168.6.12: icmp_seq=1344 ttl=64 time=0.735 ms
1731071458.459517165: 64 bytes from 192.168.6.12: icmp_seq=1345 ttl=64 time=1.11 ms
1731071458.960009828: 64 bytes from 192.168.6.12: icmp_seq=1346 ttl=64 time=0.852 ms
1731071459.483990324: 64 bytes from 192.168.6.12: icmp_seq=1347 ttl=64 time=1.25 ms
1731071459.982761687: 64 bytes from 192.168.6.12: icmp_seq=1348 ttl=64 time=0.890 ms
1731071460.483670937: 64 bytes from 192.168.6.12: icmp_seq=1349 ttl=64 time=1.80 ms
1731071460.984769792: 64 bytes from 192.168.6.12: icmp_seq=1350 ttl=64 time=0.855 ms
1731071461.498072157: 64 bytes from 192.168.6.12: icmp_seq=1351 ttl=64 time=0.860 ms
1731071462.010042407: 64 bytes from 192.168.6.12: icmp_seq=1352 ttl=64 time=0.794 ms
1731071462.522047817: 64 bytes from 192.168.6.12: icmp_seq=1353 ttl=64 time=0.813 ms
1731071463.034013063: 64 bytes from 192.168.6.12: icmp_seq=1354 ttl=64 time=0.778 ms
1731071463.546450048: 64 bytes from 192.168.6.12: icmp_seq=1355 ttl=64 time=0.791 ms
1731071464.058079449: 64 bytes from 192.168.6.12: icmp_seq=1356 ttl=64 time=0.707 ms
1731071464.569757767: 64 bytes from 192.168.6.12: icmp_seq=1357 ttl=64 time=0.661 ms
1731071465.082719594: 64 bytes from 192.168.6.12: icmp_seq=1358 ttl=64 time=1.11 ms
1731071465.585276608: 64 bytes from 192.168.6.12: icmp_seq=1359 ttl=64 time=3.41 ms
1731071466.084209245: 64 bytes from 192.168.6.12: icmp_seq=1360 ttl=64 time=1.34 ms
1731071466.584581217: 64 bytes from 192.168.6.12: icmp_seq=1361 ttl=64 time=1.04 ms
1731071467.086536154: 64 bytes from 192.168.6.12: icmp_seq=1362 ttl=64 time=0.935 ms
1731071467.586006262: 64 bytes from 192.168.6.12: icmp_seq=1363 ttl=64 time=0.799 ms
1731071468.090217513: 64 bytes from 192.168.6.12: icmp_seq=1364 ttl=64 time=0.643 ms
1731071468.605948147: 64 bytes from 192.168.6.12: icmp_seq=1365 ttl=64 time=0.757 ms
1731071469.113835838: 64 bytes from 192.168.6.12: icmp_seq=1366 ttl=64 time=0.804 ms
1731071469.626456869: 64 bytes from 192.168.6.12: icmp_seq=1367 ttl=64 time=0.825 ms
1731071470.138326264: 64 bytes from 192.168.6.12: icmp_seq=1368 ttl=64 time=0.685 ms
1731071470.650452633: 64 bytes from 192.168.6.12: icmp_seq=1369 ttl=64 time=0.636 ms
1731071471.162835732: 64 bytes from 192.168.6.12: icmp_seq=1370 ttl=64 time=0.844 ms
1731071471.674373787: 64 bytes from 192.168.6.12: icmp_seq=1371 ttl=64 time=0.920 ms
1731071472.174688750: 64 bytes from 192.168.6.12: icmp_seq=1372 ttl=64 time=0.795 ms
1731071472.698590243: 64 bytes from 192.168.6.12: icmp_seq=1373 ttl=64 time=0.845 ms
1731071473.210226014: 64 bytes from 192.168.6.12: icmp_seq=1374 ttl=64 time=0.830 ms
1731071473.722840160: 64 bytes from 192.168.6.12: icmp_seq=1375 ttl=64 time=0.836 ms
1731071474.234900250: 64 bytes from 192.168.6.12: icmp_seq=1376 ttl=64 time=0.876 ms
1731071474.747013712: 64 bytes from 192.168.6.12: icmp_seq=1377 ttl=64 time=0.727 ms
1731071475.257937395: 64 bytes from 192.168.6.12: icmp_seq=1378 ttl=64 time=0.785 ms
1731071475.772688645: 64 bytes from 192.168.6.12: icmp_seq=1379 ttl=64 time=0.737 ms
1731071476.282602565: 64 bytes from 192.168.6.12: icmp_seq=1380 ttl=64 time=0.892 ms
1731071476.794094093: 64 bytes from 192.168.6.12: icmp_seq=1381 ttl=64 time=0.820 ms
1731071477.308214584: 64 bytes from 192.168.6.12: icmp_seq=1382 ttl=64 time=2.30 ms
1731071477.810129006: 64 bytes from 192.168.6.12: icmp_seq=1383 ttl=64 time=3.18 ms
1731071478.308902162: 64 bytes from 192.168.6.12: icmp_seq=1384 ttl=64 time=1.12 ms
1731071478.809229178: 64 bytes from 192.168.6.12: icmp_seq=1385 ttl=64 time=0.943 ms
1731071479.309212111: 64 bytes from 192.168.6.12: icmp_seq=1386 ttl=64 time=1.04 ms
1731071479.809438526: 64 bytes from 192.168.6.12: icmp_seq=1387 ttl=64 time=0.665 ms
1731071480.314183446: 64 bytes from 192.168.6.12: icmp_seq=1388 ttl=64 time=0.807 ms
1731071480.826733541: 64 bytes from 192.168.6.12: icmp_seq=1389 ttl=64 time=0.755 ms
1731071481.339697750: 64 bytes from 192.168.6.12: icmp_seq=1390 ttl=64 time=1.27 ms
1731071481.840391928: 64 bytes from 192.168.6.12: icmp_seq=1391 ttl=64 time=0.977 ms
1731071482.340915207: 64 bytes from 192.168.6.12: icmp_seq=1392 ttl=64 time=1.95 ms
1731071482.840764695: 64 bytes from 192.168.6.12: icmp_seq=1393 ttl=64 time=0.767 ms
1731071483.354287381: 64 bytes from 192.168.6.12: icmp_seq=1394 ttl=64 time=0.832 ms
1731071483.866456117: 64 bytes from 192.168.6.12: icmp_seq=1395 ttl=64 time=0.735 ms
1731071484.378651157: 64 bytes from 192.168.6.12: icmp_seq=1396 ttl=64 time=0.872 ms
1731071484.890745524: 64 bytes from 192.168.6.12: icmp_seq=1397 ttl=64 time=0.772 ms
1731071485.402449711: 64 bytes from 192.168.6.12: icmp_seq=1398 ttl=64 time=1.00 ms
1731071485.903057365: 64 bytes from 192.168.6.12: icmp_seq=1399 ttl=64 time=0.767 ms
1731071486.428566314: 64 bytes from 192.168.6.12: icmp_seq=1400 ttl=64 time=2.66 ms
1731071486.929022797: 64 bytes from 192.168.6.12: icmp_seq=1401 ttl=64 time=1.33 ms
1731071487.430313914: 64 bytes from 192.168.6.12: icmp_seq=1402 ttl=64 time=1.70 ms
1731071487.931379426: 64 bytes from 192.168.6.12: icmp_seq=1403 ttl=64 time=1.30 ms
1731071488.432604144: 64 bytes from 192.168.6.12: icmp_seq=1404 ttl=64 time=1.38 ms
1731071488.935379599: 64 bytes from 192.168.6.12: icmp_seq=1405 ttl=64 time=3.20 ms
1731071489.433154780: 64 bytes from 192.168.6.12: icmp_seq=1406 ttl=64 time=1.28 ms
1731071489.934931756: 64 bytes from 192.168.6.12: icmp_seq=1407 ttl=64 time=0.848 ms
1731071490.458231117: 64 bytes from 192.168.6.12: icmp_seq=1408 ttl=64 time=0.688 ms
1731071490.970300122: 64 bytes from 192.168.6.12: icmp_seq=1409 ttl=64 time=0.815 ms
1731071491.483187918: 64 bytes from 192.168.6.12: icmp_seq=1410 ttl=64 time=0.776 ms
1731071491.994308380: 64 bytes from 192.168.6.12: icmp_seq=1411 ttl=64 time=0.800 ms
1731071492.506334750: 64 bytes from 192.168.6.12: icmp_seq=1412 ttl=64 time=0.799 ms
1731071493.018359500: 64 bytes from 192.168.6.12: icmp_seq=1413 ttl=64 time=0.745 ms
1731071493.530062313: 64 bytes from 192.168.6.12: icmp_seq=1414 ttl=64 time=0.750 ms
1731071494.042465651: 64 bytes from 192.168.6.12: icmp_seq=1415 ttl=64 time=0.972 ms
1731071494.542718802: 64 bytes from 192.168.6.12: icmp_seq=1416 ttl=64 time=0.858 ms
1731071495.066813298: 64 bytes from 192.168.6.12: icmp_seq=1417 ttl=64 time=0.831 ms
1731071495.578484672: 64 bytes from 192.168.6.12: icmp_seq=1418 ttl=64 time=0.794 ms
1731071496.090379060: 64 bytes from 192.168.6.12: icmp_seq=1419 ttl=64 time=0.819 ms
1731071496.605281766: 64 bytes from 192.168.6.12: icmp_seq=1420 ttl=64 time=3.03 ms
1731071497.105925440: 64 bytes from 192.168.6.12: icmp_seq=1421 ttl=64 time=3.27 ms
1731071497.606577264: 64 bytes from 192.168.6.12: icmp_seq=1422 ttl=64 time=3.06 ms
1731071498.104834295: 64 bytes from 192.168.6.12: icmp_seq=1423 ttl=64 time=0.782 ms
1731071498.618714564: 64 bytes from 192.168.6.12: icmp_seq=1424 ttl=64 time=0.713 ms
1731071499.130628954: 64 bytes from 192.168.6.12: icmp_seq=1425 ttl=64 time=0.792 ms
1731071499.642390836: 64 bytes from 192.168.6.12: icmp_seq=1426 ttl=64 time=0.932 ms
1731071500.153892000: 64 bytes from 192.168.6.12: icmp_seq=1427 ttl=64 time=0.753 ms
1731071500.665820860: 64 bytes from 192.168.6.12: icmp_seq=1428 ttl=64 time=0.805 ms
1731071501.179039350: 64 bytes from 192.168.6.12: icmp_seq=1429 ttl=64 time=0.843 ms
1731071501.690608964: 64 bytes from 192.168.6.12: icmp_seq=1430 ttl=64 time=0.649 ms
1731071502.202514494: 64 bytes from 192.168.6.12: icmp_seq=1431 ttl=64 time=0.826 ms
1731071502.714100177: 64 bytes from 192.168.6.12: icmp_seq=1432 ttl=64 time=0.911 ms
1731071503.214813765: 64 bytes from 192.168.6.12: icmp_seq=1433 ttl=64 time=0.936 ms
1731071503.715979845: 64 bytes from 192.168.6.12: icmp_seq=1434 ttl=64 time=1.48 ms
1731071504.216252798: 64 bytes from 192.168.6.12: icmp_seq=1435 ttl=64 time=0.720 ms
1731071504.730269550: 64 bytes from 192.168.6.12: icmp_seq=1436 ttl=64 time=0.788 ms
1731071505.242260344: 64 bytes from 192.168.6.12: icmp_seq=1437 ttl=64 time=0.671 ms
1731071505.755243997: 64 bytes from 192.168.6.12: icmp_seq=1438 ttl=64 time=1.34 ms
1731071506.255417316: 64 bytes from 192.168.6.12: icmp_seq=1439 ttl=64 time=0.768 ms
1731071506.778813746: 64 bytes from 192.168.6.12: icmp_seq=1440 ttl=64 time=1.28 ms
1731071507.279094005: 64 bytes from 192.168.6.12: icmp_seq=1441 ttl=64 time=0.789 ms
1731071507.802991755: 64 bytes from 192.168.6.12: icmp_seq=1442 ttl=64 time=1.40 ms
1731071508.303903625: 64 bytes from 192.168.6.12: icmp_seq=1443 ttl=64 time=0.815 ms
1731071508.827072497: 64 bytes from 192.168.6.12: icmp_seq=1444 ttl=64 time=1.05 ms
1731071509.326823959: 64 bytes from 192.168.6.12: icmp_seq=1445 ttl=64 time=0.816 ms
1731071509.851438332: 64 bytes from 192.168.6.12: icmp_seq=1446 ttl=64 time=1.28 ms
1731071510.351108055: 64 bytes from 192.168.6.12: icmp_seq=1447 ttl=64 time=1.02 ms
1731071510.851831602: 64 bytes from 192.168.6.12: icmp_seq=1448 ttl=64 time=1.24 ms
1731071511.357083550: 64 bytes from 192.168.6.12: icmp_seq=1449 ttl=64 time=5.79 ms
1731071511.854015418: 64 bytes from 192.168.6.12: icmp_seq=1450 ttl=64 time=0.861 ms
1731071512.381319950: 64 bytes from 192.168.6.12: icmp_seq=1451 ttl=64 time=3.74 ms
1731071512.880875827: 64 bytes from 192.168.6.12: icmp_seq=1452 ttl=64 time=1.12 ms
1731071513.380528660: 64 bytes from 192.168.6.12: icmp_seq=1453 ttl=64 time=1.08 ms
1731071513.881060992: 64 bytes from 192.168.6.12: icmp_seq=1454 ttl=64 time=1.41 ms
1731071514.384994721: 64 bytes from 192.168.6.12: icmp_seq=1455 ttl=64 time=3.22 ms
1731071514.883437652: 64 bytes from 192.168.6.12: icmp_seq=1456 ttl=64 time=1.03 ms
1731071515.382998313: 64 bytes from 192.168.6.12: icmp_seq=1457 ttl=64 time=0.911 ms
1731071515.883631712: 64 bytes from 192.168.6.12: icmp_seq=1458 ttl=64 time=1.25 ms
1731071516.384411630: 64 bytes from 192.168.6.12: icmp_seq=1459 ttl=64 time=0.886 ms
1731071516.889414004: 64 bytes from 192.168.6.12: icmp_seq=1460 ttl=64 time=5.59 ms
1731071517.384978064: 64 bytes from 192.168.6.12: icmp_seq=1461 ttl=64 time=0.873 ms
1731071517.886255142: 64 bytes from 192.168.6.12: icmp_seq=1462 ttl=64 time=0.844 ms
1731071518.394244427: 64 bytes from 192.168.6.12: icmp_seq=1463 ttl=64 time=0.706 ms
1731071518.906905464: 64 bytes from 192.168.6.12: icmp_seq=1464 ttl=64 time=0.758 ms
1731071519.418293362: 64 bytes from 192.168.6.12: icmp_seq=1465 ttl=64 time=0.733 ms
1731071519.930660049: 64 bytes from 192.168.6.12: icmp_seq=1466 ttl=64 time=0.833 ms
1731071520.442042399: 64 bytes from 192.168.6.12: icmp_seq=1467 ttl=64 time=0.842 ms
1731071520.954224001: 64 bytes from 192.168.6.12: icmp_seq=1468 ttl=64 time=1.01 ms
1731071521.454877677: 64 bytes from 192.168.6.12: icmp_seq=1469 ttl=64 time=0.860 ms
1731071521.978431071: 64 bytes from 192.168.6.12: icmp_seq=1470 ttl=64 time=0.739 ms
1731071522.490092334: 64 bytes from 192.168.6.12: icmp_seq=1471 ttl=64 time=0.824 ms
1731071523.002880524: 64 bytes from 192.168.6.12: icmp_seq=1472 ttl=64 time=1.47 ms
1731071523.502880820: 64 bytes from 192.168.6.12: icmp_seq=1473 ttl=64 time=0.854 ms
1731071524.026640198: 64 bytes from 192.168.6.12: icmp_seq=1474 ttl=64 time=0.888 ms
1731071524.526908701: 64 bytes from 192.168.6.12: icmp_seq=1475 ttl=64 time=0.812 ms
1731071525.050284662: 64 bytes from 192.168.6.12: icmp_seq=1476 ttl=64 time=0.726 ms
1731071525.563561410: 64 bytes from 192.168.6.12: icmp_seq=1477 ttl=64 time=2.22 ms
1731071526.062542134: 64 bytes from 192.168.6.12: icmp_seq=1478 ttl=64 time=0.738 ms
1731071526.586592451: 64 bytes from 192.168.6.12: icmp_seq=1479 ttl=64 time=0.871 ms
1731071527.086920327: 64 bytes from 192.168.6.12: icmp_seq=1480 ttl=64 time=0.818 ms
1731071527.610819438: 64 bytes from 192.168.6.12: icmp_seq=1481 ttl=64 time=0.815 ms
1731071528.121793218: 64 bytes from 192.168.6.12: icmp_seq=1482 ttl=64 time=0.832 ms
1731071528.634502812: 64 bytes from 192.168.6.12: icmp_seq=1483 ttl=64 time=0.783 ms
1731071529.145957592: 64 bytes from 192.168.6.12: icmp_seq=1484 ttl=64 time=0.715 ms
1731071529.658432757: 64 bytes from 192.168.6.12: icmp_seq=1485 ttl=64 time=0.852 ms
1731071530.169959709: 64 bytes from 192.168.6.12: icmp_seq=1486 ttl=64 time=0.669 ms
1731071530.682920430: 64 bytes from 192.168.6.12: icmp_seq=1487 ttl=64 time=0.886 ms
1731071531.183070421: 64 bytes from 192.168.6.12: icmp_seq=1488 ttl=64 time=0.824 ms
1731071531.706372360: 64 bytes from 192.168.6.12: icmp_seq=1489 ttl=64 time=0.819 ms
1731071532.217932989: 64 bytes from 192.168.6.12: icmp_seq=1490 ttl=64 time=0.808 ms
1731071532.730159234: 64 bytes from 192.168.6.12: icmp_seq=1491 ttl=64 time=0.851 ms
1731071533.242661039: 64 bytes from 192.168.6.12: icmp_seq=1492 ttl=64 time=0.938 ms
1731071533.743391400: 64 bytes from 192.168.6.12: icmp_seq=1493 ttl=64 time=0.834 ms
1731071534.266583777: 64 bytes from 192.168.6.12: icmp_seq=1494 ttl=64 time=0.880 ms
1731071534.766835795: 64 bytes from 192.168.6.12: icmp_seq=1495 ttl=64 time=0.862 ms
1731071535.289979722: 64 bytes from 192.168.6.12: icmp_seq=1496 ttl=64 time=0.893 ms
1731071535.802414213: 64 bytes from 192.168.6.12: icmp_seq=1497 ttl=64 time=0.905 ms
1731071536.314448578: 64 bytes from 192.168.6.12: icmp_seq=1498 ttl=64 time=0.915 ms
1731071536.815067913: 64 bytes from 192.168.6.12: icmp_seq=1499 ttl=64 time=0.867 ms
1731071537.338447612: 64 bytes from 192.168.6.12: icmp_seq=1500 ttl=64 time=0.855 ms
1731071537.850035273: 64 bytes from 192.168.6.12: icmp_seq=1501 ttl=64 time=0.828 ms
1731071538.362793156: 64 bytes from 192.168.6.12: icmp_seq=1502 ttl=64 time=0.854 ms
1731071538.873967155: 64 bytes from 192.168.6.12: icmp_seq=1503 ttl=64 time=0.730 ms
1731071539.386213757: 64 bytes from 192.168.6.12: icmp_seq=1504 ttl=64 time=0.685 ms
1731071539.898230813: 64 bytes from 192.168.6.12: icmp_seq=1505 ttl=64 time=0.759 ms
1731071540.410043312: 64 bytes from 192.168.6.12: icmp_seq=1506 ttl=64 time=0.763 ms
1731071540.921807179: 64 bytes from 192.168.6.12: icmp_seq=1507 ttl=64 time=0.791 ms
1731071541.434876527: 64 bytes from 192.168.6.12: icmp_seq=1508 ttl=64 time=0.775 ms
1731071541.946266562: 64 bytes from 192.168.6.12: icmp_seq=1509 ttl=64 time=0.790 ms
1731071542.458307221: 64 bytes from 192.168.6.12: icmp_seq=1510 ttl=64 time=0.800 ms
1731071542.970439052: 64 bytes from 192.168.6.12: icmp_seq=1511 ttl=64 time=0.763 ms
1731071543.482627372: 64 bytes from 192.168.6.12: icmp_seq=1512 ttl=64 time=1.22 ms
1731071543.983459994: 64 bytes from 192.168.6.12: icmp_seq=1513 ttl=64 time=0.807 ms
1731071544.506273874: 64 bytes from 192.168.6.12: icmp_seq=1514 ttl=64 time=0.818 ms
1731071545.018618177: 64 bytes from 192.168.6.12: icmp_seq=1515 ttl=64 time=0.739 ms
1731071545.529898148: 64 bytes from 192.168.6.12: icmp_seq=1516 ttl=64 time=0.778 ms
1731071546.042233182: 64 bytes from 192.168.6.12: icmp_seq=1517 ttl=64 time=0.857 ms
1731071546.553852106: 64 bytes from 192.168.6.12: icmp_seq=1518 ttl=64 time=0.810 ms
1731071547.066025564: 64 bytes from 192.168.6.12: icmp_seq=1519 ttl=64 time=0.829 ms
1731071547.578153060: 64 bytes from 192.168.6.12: icmp_seq=1520 ttl=64 time=0.784 ms
1731071548.090478858: 64 bytes from 192.168.6.12: icmp_seq=1521 ttl=64 time=0.753 ms
1731071548.602329341: 64 bytes from 192.168.6.12: icmp_seq=1522 ttl=64 time=1.17 ms
1731071549.103287871: 64 bytes from 192.168.6.12: icmp_seq=1523 ttl=64 time=0.818 ms
1731071549.626386848: 64 bytes from 192.168.6.12: icmp_seq=1524 ttl=64 time=0.781 ms
1731071550.137676442: 64 bytes from 192.168.6.12: icmp_seq=1525 ttl=64 time=0.712 ms
1731071550.650248376: 64 bytes from 192.168.6.12: icmp_seq=1526 ttl=64 time=0.878 ms
1731071551.162655419: 64 bytes from 192.168.6.12: icmp_seq=1527 ttl=64 time=0.935 ms
1731071551.663548565: 64 bytes from 192.168.6.12: icmp_seq=1528 ttl=64 time=0.676 ms
1731071552.185875350: 64 bytes from 192.168.6.12: icmp_seq=1529 ttl=64 time=0.921 ms
1731071552.687001430: 64 bytes from 192.168.6.12: icmp_seq=1530 ttl=64 time=0.943 ms
1731071553.189146839: 64 bytes from 192.168.6.12: icmp_seq=1531 ttl=64 time=2.27 ms
1731071553.688938831: 64 bytes from 192.168.6.12: icmp_seq=1532 ttl=64 time=0.950 ms
1731071554.189417805: 64 bytes from 192.168.6.12: icmp_seq=1533 ttl=64 time=0.752 ms
1731071554.715197576: 64 bytes from 192.168.6.12: icmp_seq=1534 ttl=64 time=1.28 ms
1731071555.215140676: 64 bytes from 192.168.6.12: icmp_seq=1535 ttl=64 time=0.806 ms
1731071555.739453864: 64 bytes from 192.168.6.12: icmp_seq=1536 ttl=64 time=1.55 ms
1731071556.240972617: 64 bytes from 192.168.6.12: icmp_seq=1537 ttl=64 time=1.00 ms
1731071556.741057011: 64 bytes from 192.168.6.12: icmp_seq=1538 ttl=64 time=1.33 ms
1731071557.241996698: 64 bytes from 192.168.6.12: icmp_seq=1539 ttl=64 time=1.00 ms
1731071557.745356499: 64 bytes from 192.168.6.12: icmp_seq=1540 ttl=64 time=3.84 ms
1731071558.243866120: 64 bytes from 192.168.6.12: icmp_seq=1541 ttl=64 time=1.38 ms
1731071558.744285619: 64 bytes from 192.168.6.12: icmp_seq=1542 ttl=64 time=0.828 ms
1731071559.258310949: 64 bytes from 192.168.6.12: icmp_seq=1543 ttl=64 time=0.856 ms
1731071559.770106033: 64 bytes from 192.168.6.12: icmp_seq=1544 ttl=64 time=0.862 ms
1731071560.282611012: 64 bytes from 192.168.6.12: icmp_seq=1545 ttl=64 time=0.948 ms
1731071560.782901109: 64 bytes from 192.168.6.12: icmp_seq=1546 ttl=64 time=0.766 ms
1731071561.305954907: 64 bytes from 192.168.6.12: icmp_seq=1547 ttl=64 time=0.767 ms
1731071561.817955105: 64 bytes from 192.168.6.12: icmp_seq=1548 ttl=64 time=0.909 ms
1731071562.331412211: 64 bytes from 192.168.6.12: icmp_seq=1549 ttl=64 time=1.41 ms
1731071562.831089882: 64 bytes from 192.168.6.12: icmp_seq=1550 ttl=64 time=0.708 ms
1731071563.354841835: 64 bytes from 192.168.6.12: icmp_seq=1551 ttl=64 time=0.884 ms
1731071563.855660863: 64 bytes from 192.168.6.12: icmp_seq=1552 ttl=64 time=0.805 ms
1731071564.378388095: 64 bytes from 192.168.6.12: icmp_seq=1553 ttl=64 time=0.922 ms
1731071564.879551344: 64 bytes from 192.168.6.12: icmp_seq=1554 ttl=64 time=0.808 ms
1731071565.402363994: 64 bytes from 192.168.6.12: icmp_seq=1555 ttl=64 time=0.985 ms
1731071565.903411095: 64 bytes from 192.168.6.12: icmp_seq=1556 ttl=64 time=0.835 ms
1731071566.427150624: 64 bytes from 192.168.6.12: icmp_seq=1557 ttl=64 time=1.40 ms
1731071566.928394424: 64 bytes from 192.168.6.12: icmp_seq=1558 ttl=64 time=1.14 ms
1731071567.428501072: 64 bytes from 192.168.6.12: icmp_seq=1559 ttl=64 time=1.47 ms
1731071567.929721432: 64 bytes from 192.168.6.12: icmp_seq=1560 ttl=64 time=0.897 ms
1731071568.430223993: 64 bytes from 192.168.6.12: icmp_seq=1561 ttl=64 time=0.967 ms
1731071568.930601294: 64 bytes from 192.168.6.12: icmp_seq=1562 ttl=64 time=0.701 ms
1731071569.434877391: 64 bytes from 192.168.6.12: icmp_seq=1563 ttl=64 time=0.752 ms
1731071569.946286804: 64 bytes from 192.168.6.12: icmp_seq=1564 ttl=64 time=0.760 ms
1731071570.458424792: 64 bytes from 192.168.6.12: icmp_seq=1565 ttl=64 time=0.867 ms
1731071570.970358331: 64 bytes from 192.168.6.12: icmp_seq=1566 ttl=64 time=0.780 ms
1731071571.482042344: 64 bytes from 192.168.6.12: icmp_seq=1567 ttl=64 time=0.904 ms
1731071571.994899350: 64 bytes from 192.168.6.12: icmp_seq=1568 ttl=64 time=0.853 ms
1731071572.506961711: 64 bytes from 192.168.6.12: icmp_seq=1569 ttl=64 time=1.03 ms
1731071573.008742261: 64 bytes from 192.168.6.12: icmp_seq=1570 ttl=64 time=1.06 ms
1731071573.517472762: 64 bytes from 192.168.6.12: icmp_seq=1571 ttl=64 time=9.90 ms
1731071574.010034123: 64 bytes from 192.168.6.12: icmp_seq=1572 ttl=64 time=0.804 ms
1731071574.522368311: 64 bytes from 192.168.6.12: icmp_seq=1573 ttl=64 time=0.926 ms
1731071575.034085034: 64 bytes from 192.168.6.12: icmp_seq=1574 ttl=64 time=0.845 ms
1731071575.546522968: 64 bytes from 192.168.6.12: icmp_seq=1575 ttl=64 time=0.718 ms
1731071576.058243401: 64 bytes from 192.168.6.12: icmp_seq=1576 ttl=64 time=0.726 ms
1731071576.570393574: 64 bytes from 192.168.6.12: icmp_seq=1577 ttl=64 time=0.924 ms
1731071577.070828512: 64 bytes from 192.168.6.12: icmp_seq=1578 ttl=64 time=0.818 ms
1731071577.594412519: 64 bytes from 192.168.6.12: icmp_seq=1579 ttl=64 time=0.788 ms
1731071578.107482021: 64 bytes from 192.168.6.12: icmp_seq=1580 ttl=64 time=0.928 ms
1731071578.608027621: 64 bytes from 192.168.6.12: icmp_seq=1581 ttl=64 time=1.17 ms
1731071579.108425503: 64 bytes from 192.168.6.12: icmp_seq=1582 ttl=64 time=0.868 ms
1731071579.610117448: 64 bytes from 192.168.6.12: icmp_seq=1583 ttl=64 time=0.752 ms
1731071580.122252463: 64 bytes from 192.168.6.12: icmp_seq=1584 ttl=64 time=0.769 ms
1731071580.634416172: 64 bytes from 192.168.6.12: icmp_seq=1585 ttl=64 time=0.939 ms
